report_date,prepared_by,reporting_window,newly_completed_domain,newly_completed_domain_description,newly_under_review_domain,reactivated_domains,threat_severity,dominant_threat_type,risk_exposure,closing_note
05 February 2026,Sveltetech Technologies Pvt. Ltd.,Rolling (Last 24 hours + Cumulative Status),irtctc.co.in,Successfully taken down and verified.,irctc.co.com,"rictic.co.in; https://irctc-booking-ui-prod.pages.dev/; https://irctc-booking.pages.dev/; irctcinfo.com; https://railmeal.co/; https://RAILFOOD.net/",Predominantly High / Critical,Phishing Websites,Nil (Closed) / Controlled (Open),"Sveltetech confirms that IRCTC's digital brand perimeter remains actively defended. All known high-risk phishing and impersonation assets have either been neutralized or are under strict containment and monitoring."
